1980-06-25,86,TMAX
1980-06-25,64,TMIN
1980-06-26,86,TMAX
1980-06-26,65,TMIN
1980-06-27,87,TMAX
1980-06-27,61,TMIN
1980-06-28,84,TMAX
1980-06-28,57,TMIN
1980-07-01,82,TMAX
1980-07-01,61,TMIN
1980-07-02,94,TMAX
1980-07-02,65,TMIN
1980-07-03,83,TMAX
1980-07-03,69,TMIN
1980-07-04,83,TMAX
1980-07-04,68,TMIN
1980-07-05,87,TMAX
1980-07-05,62,TMIN
1980-07-06,76,TMAX
1980-07-06,69,TMIN
1980-07-07,91,TMAX
1980-07-07,62,TMIN
1980-07-08,90,TMAX
1980-07-08,59,TMIN
1980-07-09,77,TMAX
1980-07-09,63,TMIN
1980-07-10,88,TMAX
1980-07-10,66,TMIN
1980-07-11,93,TMAX
1980-07-11,58,TMIN
1980-07-12,88,TMAX
1980-07-12,66,TMIN
1980-07-13,86,TMAX
1980-07-13,68,TMIN
1980-07-14,84,TMAX
1980-07-14,56,TMIN
1980-07-15,76,TMAX
1980-07-15,61,TMIN
1980-07-16,91,TMAX
1980-07-16,61,TMIN
1980-07-17,77,TMAX
1980-07-17,56,TMIN
1980-07-18,75,TMAX
1980-07-18,62,TMIN
1980-07-19,83,TMAX
1980-07-19,57,TMIN
1980-07-20,85,TMAX
1980-07-20,59,TMIN
1980-07-21,87,TMAX
1980-07-21,68,TMIN
1980-07-22,83,TMAX
1980-07-22,69,TMIN
1980-07-23,83,TMAX
1980-07-23,56,TMIN
1980-07-24,79,TMAX
1980-07-24,57,TMIN
1980-07-25,88,TMAX
1980-07-25,58,TMIN
1980-07-26,92,TMAX
1980-07-26,69,TMIN
1980-07-27,82,TMAX
1980-07-27,64,TMIN
1980-07-28,83,TMAX
1980-07-28,55,TMIN
1980-08-01,89,TMAX
1980-08-01,68,TMIN
1980-08-02,94,TMAX
1980-08-02,58,TMIN
1980-08-03,88,TMAX
1980-08-03,55,TMIN
1980-08-04,85,TMAX
1980-08-04,60,TMIN
1980-08-05,86,TMAX
1980-08-05,61,TMIN
1980-08-06,88,TMAX
1980-08-06,55,TMIN
1980-08-07,83,TMAX
1980-08-07,64,TMIN
1980-08-08,91,TMAX
1980-08-08,58,TMIN
1980-08-09,79,TMAX
1980-08-09,57,TMIN
1980-08-10,77,TMAX
1980-08-10,67,TMIN
1980-08-11,81,TMAX
1980-08-11,56,TMIN
1980-08-12,79,TMAX
1980-08-12,59,TMIN
1980-08-13,85,TMAX
1980-08-13,56,TMIN
1980-08-14,93,TMAX
1980-08-14,55,TMIN
1980-08-15,76,TMAX
1980-08-15,64,TMIN
1980-08-16,94,TMAX
1980-08-16,55,TMIN
1980-08-17,84,TMAX
1980-08-17,63,TMIN
1980-08-18,79,TMAX
1980-08-18,62,TMIN
1980-08-19,87,TMAX
1980-08-19,64,TMIN
1980-08-20,81,TMAX
1980-08-20,59,TMIN
1980-08-21,77,TMAX
1980-08-21,67,TMIN
1980-08-22,82,TMAX
1980-08-22,68,TMIN
1980-08-23,92,TMAX
1980-08-23,63,TMIN
1980-08-24,78,TMAX
1980-08-24,62,TMIN
1980-08-25,79,TMAX
1980-08-25,55,TMIN
1980-08-26,91,TMAX
1980-08-26,56,TMIN
1980-08-27,86,TMAX
1980-08-27,60,TMIN
1980-08-28,93,TMAX
1980-08-28,61,TMIN
1980-09-01,78,TMAX
1980-09-01,46,TMIN
1980-09-02,66,TMAX
1980-09-02,47,TMIN
1980-09-03,73,TMAX
1980-09-03,42,TMIN
1980-09-04,57,TMAX
1980-09-04,52,TMIN
1980-09-05,56,TMAX
1980-09-05,50,TMIN
1980-09-06,75,TMAX
1980-09-06,47,TMIN
1980-09-07,73,TMAX
1980-09-07,40,TMIN
1980-09-08,78,TMAX
1980-09-08,46,TMIN
1980-09-09,73,TMAX
1980-09-09,37,TMIN
1980-09-10,68,TMAX
1980-09-10,54,TMIN
1980-09-11,63,TMAX
1980-09-11,44,TMIN
1980-09-12,57,TMAX
1980-09-12,39,TMIN
1980-09-13,68,TMAX
1980-09-13,51,TMIN
1980-09-14,64,TMAX
1980-09-14,53,TMIN
1980-09-15,65,TMAX
1980-09-15,49,TMIN
1980-09-16,59,TMAX
1980-09-16,42,TMIN
1980-09-17,66,TMAX
1980-09-17,50,TMIN
1980-09-18,56,TMAX
1980-09-18,50,TMIN
1980-09-19,75,TMAX
1980-09-19,37,TMIN
1980-09-20,64,TMAX
1980-09-20,48,TMIN
1980-09-21,65,TMAX
1980-09-21,46,TMIN
1980-09-22,76,TMAX
1980-09-22,43,TMIN
1980-09-23,73,TMAX
1980-09-23,48,TMIN
1980-09-24,60,TMAX
1980-09-24,41,TMIN
1980-09-25,77,TMAX
1980-09-25,49,TMIN
1980-09-26,67,TMAX
1980-09-26,47,TMIN
1980-09-27,61,TMAX
1980-09-27,40,TMIN
1980-09-28,60,TMAX
1980-09-28,52,TMIN
1980-10-01,75,TMAX
1980-10-01,39,TMIN
1980-10-02,66,TMAX
1980-10-02,54,TMIN
1980-10-03,70,TMAX
1980-10-03,52,TMIN
1980-10-04,56,TMAX
1980-10-04,45,TMIN
1980-10-05,56,TMAX
1980-10-05,49,TMIN
1980-10-06,58,TMAX
1980-10-06,43,TMIN
1980-10-07,66,TMAX
1980-10-07,44,TMIN
1980-10-08,66,TMAX
1980-10-08,49,TMIN
1980-10-09,79,TMAX
1980-10-09,53,TMIN
1980-10-10,57,TMAX
1980-10-10,43,TMIN
1980-10-11,58,TMAX
1980-10-11,41,TMIN
1980-10-12,68,TMAX
1980-10-12,54,TMIN
1980-10-13,59,TMAX
1980-10-13,54,TMIN
1980-10-14,61,TMAX
1980-10-14,38,TMIN
1980-10-15,64,TMAX
1980-10-15,43,TMIN
1980-10-16,58,TMAX
1980-10-16,42,TMIN
1980-10-17,61,TMAX
1980-10-17,41,TMIN
1980-10-18,55,TMAX
1980-10-18,51,TMIN
1980-10-19,74,TMAX
1980-10-19,45,TMIN
1980-10-20,56,TMAX
1980-10-20,43,TMIN
1980-10-21,79,TMAX
1980-10-21,37,TMIN
1980-10-22,67,TMAX
1980-10-22,38,TMIN
1980-10-23,68,TMAX
1980-10-23,41,TMIN
1980-10-24,69,TMAX
1980-10-24,50,TMIN
1980-10-25,59,TMAX
1980-10-25,49,TMIN
1980-10-26,69,TMAX
1980-10-26,35,TMIN
1980-10-27,64,TMAX
1980-10-27,35,TMIN
1980-10-28,68,TMAX
1980-10-28,46,TMIN
1980-11-01,55,TMAX
1980-11-01,50,TMIN
1980-11-02,78,TMAX
1980-11-02,42,TMIN
1980-11-03,62,TMAX
1980-11-03,53,TMIN
1980-11-04,74,TMAX
1980-11-04,52,TMIN
1980-11-05,57,TMAX
1980-11-05,49,TMIN
1980-11-06,74,TMAX
1980-11-06,47,TMIN
1980-11-07,60,TMAX
1980-11-07,54,TMIN
1980-11-08,58,TMAX
1980-11-08,39,TMIN
1980-11-09,58,TMAX
1980-11-09,44,TMIN
1980-11-10,72,TMAX
1980-11-10,38,TMIN
1980-11-11,75,TMAX
1980-11-11,45,TMIN
1980-11-12,56,TMAX
1980-11-12,44,TMIN
1980-11-13,55,TMAX
1980-11-13,43,TMIN
1980-11-14,75,TMAX
1980-11-14,46,TMIN
1980-11-15,67,TMAX
1980-11-15,50,TMIN
1980-11-16,61,TMAX
1980-11-16,52,TMIN
1980-11-17,71,TMAX
1980-11-17,42,TMIN
1980-11-18,57,TMAX
1980-11-18,48,TMIN
1980-11-19,60,TMAX
1980-11-19,42,TMIN
1980-11-20,55,TMAX
1980-11-20,43,TMIN
1980-11-21,65,TMAX
1980-11-21,52,TMIN
1980-11-22,74,TMAX
1980-11-22,35,TMIN
1980-11-23,69,TMAX
1980-11-23,36,TMIN
1980-11-24,68,TMAX
1980-11-24,49,TMIN
1980-11-25,62,TMAX
1980-11-25,43,TMIN
1980-11-26,56,TMAX
1980-11-26,51,TMIN
1980-11-27,67,TMAX
1980-11-27,41,TMIN
1980-11-28,59,TMAX
1980-11-28,53,TMIN
1980-12-01,47,TMAX
1980-12-01,21,TMIN
1980-12-02,38,TMAX
1980-12-02,14,TMIN
1980-12-03,46,TMAX
1980-12-03,24,TMIN
1980-12-04,38,TMAX
1980-12-04,30,TMIN
1980-12-05,35,TMAX
1980-12-05,13,TMIN
1980-12-06,37,TMAX
1980-12-06,24,TMIN
1980-12-07,36,TMAX
1980-12-07,31,TMIN
1980-12-08,30,TMAX
1980-12-08,14,TMIN
1980-12-09,43,TMAX
1980-12-09,25,TMIN
1980-12-10,45,TMAX
1980-12-10,20,TMIN
1980-12-11,31,TMAX
1980-12-11,11,TMIN
1980-12-12,43,TMAX
1980-12-12,33,TMIN
1980-12-13,41,TMAX
1980-12-13,31,TMIN
1980-12-14,43,TMAX
1980-12-14,13,TMIN
1980-12-15,46,TMAX
1980-12-15,10,TMIN
1980-12-16,49,TMAX
1980-12-16,25,TMIN
1980-12-17,35,TMAX
1980-12-17,12,TMIN
1980-12-18,33,TMAX
1980-12-18,30,TMIN
1980-12-19,44,TMAX
1980-12-19,30,TMIN
1980-12-20,49,TMAX
1980-12-20,29,TMIN
1980-12-21,46,TMAX
1980-12-21,10,TMIN
1980-12-22,36,TMAX
1980-12-22,30,TMIN
1980-12-23,46,TMAX
1980-12-23,17,TMIN
1980-12-24,38,TMAX
1980-12-24,15,TMIN
1980-12-25,36,TMAX
1980-12-25,22,TMIN
1980-12-26,33,TMAX
1980-12-26,11,TMIN
1980-12-27,47,TMAX
1980-12-27,25,TMIN
1980-12-28,44,TMAX
1980-12-28,23,TMIN
